Year,Site,Transect,Code,Species,Common name,Family,Length cm,a,b,Biomass
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2017,Oil Slick Leap,6,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,15,0.01259,2.99,41.36
2015,Bachelor's Beach,2,BdB,Chaetodan striatus,Banded Butterflyfish,Chaetodontidae,11,0.0222,3.1395,41.29
2015,Front Porch,5,BdB,Chaetodan striatus,Banded Butterflyfish,Chaetodontidae,11,0.0222,3.1395,41.29
2015,Forest,5,BdB,Chaetodan striatus,Banded Butterflyfish,Chaetodontidae,11,0.0222,3.1395,41.29
2015,Reef Scientifico,4,BdB,Chaetodan striatus,Banded Butterflyfish,Chaetodontidae,11,0.0222,3.1395,41.29
2015,Front Porch,4,SlV,Gerres sp.,Silverfish,Gerreidae,15,0.0112,3.03,41.07
2015,Bachelor's Beach,2,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,12,0.0562,2.6534,41.04
2015,No Dive Reserve,1,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,12,0.0562,2.6534,41.04
2015,No Dive Reserve,3,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,12,0.0562,2.6534,41.04
2017,Bachelor's Beach,3,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,12,0.0562,2.6534,41.04
2017,Reef Scientifico,5,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,12,0.0562,2.6534,41.04
2017,Reef Scientifico,2,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.47
2017,Karpata,3,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.47
2015,Front Porch,2,PcF,Bothus lunatus,Peacock Flounder,Bothidae,15,0.0105,3.05,40.46
2015,Bachelor's Beach,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,13,0.0194,2.9779,40.27
2015,Windsock,1,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,13,0.0194,2.9779,40.27
2015,18th Palm,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,13,0.0194,2.9779,40.27
2015,Calabas,4,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,13,0.0194,2.9779,40.27
2015,Front Porch,2,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.07
2015,Forest,5,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.07
2015,Reef Scientifico,4,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.07
2015,No Dive Reserve,5,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,25,0.004,2.865,40.07
2017,Calabas,4,NA,Halichoeres radiatus,Puddingwife,Labridae,14,0.0131,3.038,39.74
2017,Bachelor's Beach,1,NA,Gymnothorax moringa,Spotted Moray,Muraenidae,30,0.00091,3.14,39.56
2017,Reef Scientifico,3,NA,Haemulton aurolineatum,Tomate,Haemulidae,14,0.01479,2.99,39.53
2015,Bachelor's Beach,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Bachelor's Beach,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Bachelor's Beach,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Bachelor's Beach,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Windsock,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Windsock,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,18th Palm,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,18th Palm,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Forest,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Forest,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Barcadera,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,Oil Slick Leap,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,No Dive Reserve,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,No Dive Reserve,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2015,No Dive Reserve,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.0098,3.14,38.79
2017,Bachelor's Beach,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,6,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Windsock,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Calabas,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Calabas,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Calabas,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Front Porch,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Front Porch,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Front Porch,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Forest,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Forest,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Forest,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Forest,6,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Reef Scientifico,5,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Reef Scientifico,5,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Reef Scientifico,5,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Reef Scientifico,7,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Barcadera,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Barcadera,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Barcadera,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Barcadera,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Barcadera,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Karpata,3,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Karpata,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Karpata,5,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Karpata,6,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,14,0.00977,3.14,38.79
2017,Bachelor's Beach,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,14,0.01,3.13,38.67
2017,Calabas,1,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,14,0.01,3.13,38.67
2017,Calabas,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,14,0.01,3.13,38.67
2017,Oil Slick Leap,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,14,0.01,3.13,38.67
2017,No Dive Reserve,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,14,0.01,3.13,38.67
2017,18th Palm,5,NA,Cephalopholis fulva,Coney,Serranidae,13,0.0175,3,38.45
2015,Reef Scientifico,4,BaJ,Caranx ruber,Bar Jack,Carangidae,14,0.0074,3.237,37.95
2015,No Dive Reserve,5,BaJ,Caranx ruber,Bar Jack,Carangidae,14,0.0074,3.237,37.95
2017,Forest,5,NA,Caranx ruber,Bar Jack,Carangidae,14,0.0074,3.237,37.95
2017,Karpata,1,NA,Caranx ruber,Bar Jack,Carangidae,14,0.0074,3.237,37.95
2015,Front Porch,5,SpM,Gymnothorax moringa,Spotted Moray,Muraenidae,30,9.00E-04,3.14,37.82
2015,Reef Scientifico,1,CrW,Clepticus parrae,Creole Wrasse,Labridae,15,0.0098,3.05,37.75
2015,Karpata,2,CrW,Clepticus parrae,Creole Wrasse,Labridae,15,0.0098,3.05,37.75
2015,Front Porch,5,Soap,Rypticus saponaceus,Soapfish,Serranidae,14,0.0115,3.06,36.91
2015,Windsock,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Windsock,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Front Porch,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,12,0.0429,2.719,36.88
2017,Windsock,7,NA,Gymnothorax miliaris,Goldentail Moray,Muraenidae,25,0.00186,3.07,36.41
2017,Front Porch,4,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,36.01
2017,Reef Scientifico,7,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,36.01
2015,Barcadera,1,SpD,Equetus punctatus,Spotted Drum,Sciaenidae,15,0.0085,3.08,35.67
2015,Oil Slick Leap,4,SpD,Equetus punctatus,Spotted Drum,Sciaenidae,15,0.0085,3.08,35.67
2015,No Dive Reserve,4,SpD,Equetus punctatus,Spotted Drum,Sciaenidae,15,0.0085,3.08,35.67
2015,Bachelor's Beach,1,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Bachelor's Beach,2,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Bachelor's Beach,5,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Windsock,5,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Reef Scientifico,2,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Reef Scientifico,2,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2015,Reef Scientifico,3,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,24,0.004,2.865,35.65
2017,Calabas,1,NA,Equetus punctatus,Spotted Drum,Sciaenidae,15,0.0085,3.08,35.63
2015,Bachelor's Beach,4,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Bachelor's Beach,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Bachelor's Beach,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Bachelor's Beach,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Bachelor's Beach,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Bachelor's Beach,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Reef Scientifico,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2015,Reef Scientifico,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.3971,2.1567,35.20
2017,Calabas,3,NA,Canthigaster rostrata,Caribbean sharp-nose puffer ,Tetraodontidae,12,0.02239,2.96,35.03
2017,Calabas,4,NA,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,12,0.0405,2.718,34.73
2017,Karpata,3,NA,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,12,0.0405,2.718,34.73
2017,18th Palm,1,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,16,0.0115,2.89,34.72
2017,Forest,1,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,16,0.0115,2.89,34.72
2017,Forest,2,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,16,0.0115,2.89,34.72
2015,Windsock,5,SqF,Holocentrus rufus,Squirrel Fish,Holocentridae,16,0.0115,2.89,34.66
2015,Front Porch,4,SqF,Holocentrus rufus,Squirrel Fish,Holocentridae,16,0.0115,2.89,34.66
2017,Forest,5,NA,Epinephelus guttatus,Red Hind,Serranidae,14,0.01122,3.04,34.22
2017,Oil Slick Leap,1,NA,Epinephelus guttatus,Red Hind,Serranidae,14,0.01122,3.04,34.22
2017,Bachelor's Beach,1,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Bachelor's Beach,1,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Windsock,5,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Forest,3,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Forest,4,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Forest,4,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Forest,4,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Reef Scientifico,2,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Reef Scientifico,2,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,10,0.022,3.1897,34.05
2017,Forest,4,NA,Hypoplectrus puella,Hamlet spp.,Serranidae,15,0.009,3.04,33.85
2017,Bachelor's Beach,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,3,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,3,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,3,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,3,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Bachelor's Beach,7,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Windsock,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Windsock,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Windsock,7,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,18th Palm,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Reef Scientifico,1,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Reef Scientifico,1,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Reef Scientifico,4,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Reef Scientifico,5,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Barcadera,4,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2017,Oil Slick Leap,3,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,14,0.01259,2.99,33.65
2015,Bachelor's Beach,1,SlV,Gerres sp.,Silverfish,Gerreidae,14,0.0112,3.03,33.32
2015,18th Palm,4,SlV,Gerres sp.,Silverfish,Gerreidae,14,0.0112,3.03,33.32
2015,Bachelor's Beach,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Bachelor's Beach,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Bachelor's Beach,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Windsock,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,18th Palm,1,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Front Porch,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Forest,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Forest,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Barcadera,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Karpata,1,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Karpata,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,Karpata,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,No Dive Reserve,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,No Dive Reserve,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,No Dive Reserve,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,No Dive Reserve,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2015,No Dive Reserve,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,13,0.0135,3.0439,33.19
2017,Bachelor's Beach,4,NA,Cephalopholis cruentata,Graysby,Serranidae,13,0.0135,3.0439,33.19
2017,Bachelor's Beach,5,NA,Cephalopholis cruentata,Graysby,Serranidae,13,0.0135,3.0439,33.19
2017,Bachelor's Beach,5,NA,Cephalopholis cruentata,Graysby,Serranidae,13,0.0135,3.0439,33.19
