Date,Site,Transect,Code,Species,length (cm),Phase,a,b,Biomass,Family
2013,Reef Scientifico,2,stop,Sparisoma viride,22,i,-4.4317,2.9051,236.1957779,Scaridae
2013,Reef Scientifico,2,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Reef Scientifico,2,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Reef Scientifico,3,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Reef Scientifico,3,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Reef Scientifico,3,prp,Scarus taeniopterus,22,i,-3.2257,2.3852,229.8510957,Scaridae
2013,Reef Scientifico,3,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,3,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Reef Scientifico,3,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Reef Scientifico,3,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Reef Scientifico,3,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Reef Scientifico,3,rdp,Sparisoma aurofrenatum,20,t,-4.0781,2.7438,171.9753104,Scaridae
2013,Reef Scientifico,3,stop,Sparisoma viride,18,i,-4.4317,2.9051,131.8536494,Scaridae
2013,Reef Scientifico,3,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Reef Scientifico,4,blt,Acanthurus coeruleus,17,,-2.8242,2.2638,167.9152994,Acanthuridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,21,i,-3.2257,2.3852,205.7109746,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,21,i,-3.2257,2.3852,205.7109746,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2013,Reef Scientifico,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Reef Scientifico,4,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Reef Scientifico,4,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Reef Scientifico,4,stop,Sparisoma viride,22,i,-4.4317,2.9051,236.1957779,Scaridae
2013,Reef Scientifico,4,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Reef Scientifico,4,stop,Sparisoma viride,10,j,-4.4317,2.9051,23.90561935,Scaridae
2013,Reef Scientifico,4,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Reef Scientifico,5,ytd,Microspathodon chrysurus,17,,-4.7033,3.0825,148.613684,Pomacentridae
2013,Reef Scientifico,5,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Reef Scientifico,5,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Reef Scientifico,5,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Reef Scientifico,5,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Reef Scientifico,5,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Reef Scientifico,5,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Reef Scientifico,5,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Reef Scientifico,5,stop,Sparisoma viride,33,t,-4.4317,2.9051,767.069733,Scaridae
2013,Reef Scientifico,6,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,6,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,6,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Reef Scientifico,6,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Reef Scientifico,6,qup,Scarus vetula,23,i,-5.0162,3.1109,214.2392923,Scaridae
2013,Reef Scientifico,6,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Reef Scientifico,6,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Reef Scientifico,6,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Reef Scientifico,6,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Reef Scientifico,6,stop,Sparisoma viride,35,t,-4.4317,2.9051,910.0642946,Scaridae
2013,Reef Scientifico,7,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Reef Scientifico,7,ytd,Microspathodon chrysurus,16,,-4.7033,3.0825,123.2820497,Pomacentridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,22,i,-3.2257,2.3852,229.8510957,Scaridae
2013,Reef Scientifico,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Reef Scientifico,7,qup,Scarus vetula,23,i,-5.0162,3.1109,214.2392923,Scaridae
2013,Reef Scientifico,7,qup,Scarus vetula,33,i,-5.0162,3.1109,658.6353186,Scaridae
2013,Reef Scientifico,7,rdp,Sparisoma aurofrenatum,24,t,-4.0781,2.7438,283.6113486,Scaridae
2013,Reef Scientifico,7,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Reef Scientifico,7,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Reef Scientifico,7,stop,Sparisoma viride,9,j,-4.4317,2.9051,17.60232009,Scaridae
2013,Reef Scientifico,7,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Reef Scientifico,8,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Reef Scientifico,8,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Reef Scientifico,8,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Reef Scientifico,8,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Reef Scientifico,8,rdp,Sparisoma aurofrenatum,23,t,-4.0781,2.7438,252.3532118,Scaridae
2013,Reef Scientifico,8,stop,Sparisoma viride,20,i,-4.4317,2.9051,179.0697554,Scaridae
2013,Reef Scientifico,8,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Reef Scientifico,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Reef Scientifico,8,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Reef Scientifico,9,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Reef Scientifico,9,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Reef Scientifico,9,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Reef Scientifico,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Reef Scientifico,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Reef Scientifico,9,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Reef Scientifico,9,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Reef Scientifico,9,rdp,Sparisoma aurofrenatum,19,i,-4.0781,2.7438,149.3977753,Scaridae
2013,Reef Scientifico,9,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Reef Scientifico,9,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Reef Scientifico,9,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Reef Scientifico,9,stop,Sparisoma viride,27,i,-4.4317,2.9051,428.2080932,Scaridae
2013,Reef Scientifico,9,stop,Sparisoma viride,27,i,-4.4317,2.9051,428.2080932,Scaridae
2013,Reef Scientifico,10,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Reef Scientifico,10,strp,Scarus iseri,25,t,-4.8887,3.0548,273.2292176,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2013,Reef Scientifico,10,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Reef Scientifico,10,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Reef Scientifico,10,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Reef Scientifico,10,qup,Scarus vetula,36,t,-5.0162,3.1109,863.3789375,Scaridae
2013,Reef Scientifico,10,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Reef Scientifico,10,stop,Sparisoma viride,34,t,-4.4317,2.9051,836.5644437,Scaridae
2013,Windsock,1,ocs,Acanthurus bahianus,15,,-4.6005,2.9752,74.78365961,Acanthuridae
2013,Windsock,1,dcf,Acanthurus chirurgus,20,,-2.4262,2.0768,225.205553,Acanthuridae
2013,Windsock,1,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Windsock,1,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,1,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,1,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,1,qup,Scarus vetula,32,t,-5.0162,3.1109,598.5095266,Scaridae
2013,Windsock,1,qup,Scarus vetula,32,t,-5.0162,3.1109,598.5095266,Scaridae
2013,Windsock,1,rdp,Sparisoma aurofrenatum,18,t,-4.0781,2.7438,128.8002481,Scaridae
2013,Windsock,1,rdp,Sparisoma aurofrenatum,20,t,-4.0781,2.7438,171.9753104,Scaridae
2013,Windsock,1,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Windsock,1,stop,Sparisoma viride,30,t,-4.4317,2.9051,581.547184,Scaridae
2013,Windsock,2,ocs,Acanthurus bahianus,18,,-4.6005,2.9752,128.6431771,Acanthuridae
2013,Windsock,2,ocs,Acanthurus bahianus,18,,-4.6005,2.9752,128.6431771,Acanthuridae
2013,Windsock,2,dcf,Acanthurus chirurgus,20,,-2.4262,2.0768,225.205553,Acanthuridae
2013,Windsock,2,dcf,Acanthurus chirurgus,22,,-2.4262,2.0768,274.5006793,Acanthuridae
2013,Windsock,2,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Windsock,2,ytd,Microspathodon chrysurus,17,,-4.7033,3.0825,148.613684,Pomacentridae
2013,Windsock,2,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,21,i,-3.2257,2.3852,205.7109746,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,2,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Windsock,2,qup,Scarus vetula,22,i,-5.0162,3.1109,186.5703893,Scaridae
2013,Windsock,2,qup,Scarus vetula,32,t,-5.0162,3.1109,598.5095266,Scaridae
2013,Windsock,2,rdp,Sparisoma aurofrenatum,18,i,-4.0781,2.7438,128.8002481,Scaridae
2013,Windsock,2,stop,Sparisoma viride,18,i,-4.4317,2.9051,131.8536494,Scaridae
2013,Windsock,2,stop,Sparisoma viride,20,i,-4.4317,2.9051,179.0697554,Scaridae
2013,Windsock,2,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Windsock,2,stop,Sparisoma viride,30,t,-4.4317,2.9051,581.547184,Scaridae
2013,Windsock,2,stop,Sparisoma viride,30,t,-4.4317,2.9051,581.547184,Scaridae
2013,Windsock,3,ocs,Acanthurus bahianus,17,,-4.6005,2.9752,108.5254589,Acanthuridae
2013,Windsock,3,ocs,Acanthurus bahianus,18,,-4.6005,2.9752,128.6431771,Acanthuridae
2013,Windsock,3,blt,Acanthurus coeruleus,22,,-2.8242,2.2638,301.0069095,Acanthuridae
2013,Windsock,3,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Windsock,3,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,3,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,3,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,3,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,3,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Windsock,3,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,3,qup,Scarus vetula,32,t,-5.0162,3.1109,598.5095266,Scaridae
2013,Windsock,3,rdp,Sparisoma aurofrenatum,26,t,-4.0781,2.7438,353.2676523,Scaridae
2013,Windsock,3,stop,Sparisoma viride,23,i,-4.4317,2.9051,268.7543711,Scaridae
2013,Windsock,3,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Windsock,4,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Windsock,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,4,qup,Scarus vetula,18,i,-5.0162,3.1109,99.93721352,Scaridae
2013,Windsock,4,qup,Scarus vetula,23,i,-5.0162,3.1109,214.2392923,Scaridae
2013,Windsock,4,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,4,qup,Scarus vetula,31,i,-5.0162,3.1109,542.2219485,Scaridae
2013,Windsock,4,rdp,Sparisoma aurofrenatum,24,t,-4.0781,2.7438,283.6113486,Scaridae
2013,Windsock,4,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Windsock,5,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Windsock,5,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Windsock,5,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Windsock,5,strp,Scarus iseri,10,j,-4.8887,3.0548,16.6302968,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,21,t,-3.2257,2.3852,205.7109746,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,5,qup,Scarus vetula,33,t,-5.0162,3.1109,658.6353186,Scaridae
2013,Windsock,5,stop,Sparisoma viride,12,i,-4.4317,2.9051,40.60031825,Scaridae
2013,Windsock,5,stop,Sparisoma viride,12,i,-4.4317,2.9051,40.60031825,Scaridae
2013,Windsock,5,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Windsock,6,ocs,Acanthurus bahianus,17,,-4.6005,2.9752,108.5254589,Acanthuridae
2013,Windsock,6,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Windsock,6,ytd,Microspathodon chrysurus,15,,-4.7033,3.0825,101.0418539,Pomacentridae
2013,Windsock,6,strp,Scarus iseri,25,t,-4.8887,3.0548,273.2292176,Scaridae
2013,Windsock,6,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,6,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,6,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,6,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Windsock,6,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,6,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,6,qup,Scarus vetula,33,t,-5.0162,3.1109,658.6353186,Scaridae
2013,Windsock,6,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Windsock,6,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Windsock,6,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Windsock,6,stop,Sparisoma viride,33,t,-4.4317,2.9051,767.069733,Scaridae
2013,Windsock,7,ocs,Acanthurus bahianus,14,,-4.6005,2.9752,60.90600752,Acanthuridae
2013,Windsock,7,ocs,Acanthurus bahianus,18,,-4.6005,2.9752,128.6431771,Acanthuridae
2013,Windsock,7,ytd,Microspathodon chrysurus,13,,-4.7033,3.0825,65.00254842,Pomacentridae
2013,Windsock,7,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,22,i,-3.2257,2.3852,229.8510957,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,8,j,-3.2257,2.3852,20.58496993,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,7,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Windsock,7,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Windsock,7,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Windsock,7,stop,Sparisoma viride,21,i,-4.4317,2.9051,206.3380268,Scaridae
2013,Windsock,7,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Windsock,8,strp,Scarus iseri,25,t,-4.8887,3.0548,273.2292176,Scaridae
2013,Windsock,8,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,8,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,8,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,8,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Windsock,8,qup,Scarus vetula,20,i,-5.0162,3.1109,138.6992822,Scaridae
2013,Windsock,8,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Windsock,8,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Windsock,8,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Windsock,8,rtp,Sparisoma chrysopterum,22,t,-3.0509,2.3192,240.7945657,Scaridae
2013,Windsock,8,rtp,Sparisoma chrysopterum,22,t,-3.0509,2.3192,240.7945657,Scaridae
2013,Windsock,8,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Windsock,8,stop,Sparisoma viride,32,i,-4.4317,2.9051,701.4733917,Scaridae
2013,Windsock,9,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Windsock,9,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,8,j,-3.2257,2.3852,20.58496993,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,8,j,-3.2257,2.3852,20.58496993,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,9,j,-3.2257,2.3852,27.26209542,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Windsock,9,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Windsock,9,qup,Scarus vetula,10,i,-5.0162,3.1109,16.05461887,Scaridae
2013,Windsock,9,qup,Scarus vetula,13,i,-5.0162,3.1109,36.31335495,Scaridae
2013,Windsock,9,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Windsock,9,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2013,Windsock,9,qup,Scarus vetula,33,t,-5.0162,3.1109,658.6353186,Scaridae
2013,Windsock,9,rdp,Sparisoma aurofrenatum,15,i,-4.0781,2.7438,78.10146793,Scaridae
2013,Windsock,9,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Windsock,9,rdp,Sparisoma aurofrenatum,20,t,-4.0781,2.7438,171.9753104,Scaridae
2013,Windsock,9,stop,Sparisoma viride,12,i,-4.4317,2.9051,40.60031825,Scaridae
2013,Windsock,10,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Windsock,10,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Windsock,10,ytd,Microspathodon chrysurus,12,,-4.7033,3.0825,50.78976354,Pomacentridae
2013,Windsock,10,strp,Scarus iseri,10,j,-4.8887,3.0548,16.6302968,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Windsock,10,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
