Diver,Date,Site,Management,Dive number,Transect number,Species Code,Common name,Species,Functional Feeding Group,Family,Length (cm),Number,Phase,a,b,weight (g),num x weight (g)
REB,3/8/17,Barcadera,Control,9,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,24,1,T,0.0335,2.7086,183.4361709,183.4361709
REB,3/8/17,Barcadera,Control,9,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,1,I,0.0138,3.04,216.6313276,216.6313276
REB,3/8/17,Barcadera,Control,9,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,36,1,T,0.0138,3.04,743.085332,743.085332
REB,3/8/17,Barcadera,Control,9,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,31,1,T,0.0138,3.04,471.6486934,471.6486934
REB,3/8/17,Barcadera,Control,9,4,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,17,1,,0.01514,2.99,72.30496997,72.30496997
REB,3/8/17,Barcadera,Control,9,4,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,14,1,,0.02512,2.96,62.02383572,62.02383572
REB,3/8/17,Barcadera,Control,9,4,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,15,1,,0.01,3.13,47.99164549,47.99164549
REB,3/8/17,Barcadera,Control,9,4,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,14,1,,0.00955,3.05,29.90156233,29.90156233
REB,3/8/17,Barcadera,Control,9,4,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,11,1,,0.01122,3.07,17.66315989,17.66315989
REB,3/8/17,Barcadera,Control,9,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,I,0.0138,3.04,124.4544051,124.4544051
REB,3/8/17,Barcadera,Control,9,4,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,15,5,,0.00955,3.05,36.90470276,184.5235138
REB,3/8/17,Barcadera,Control,9,4,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,12,2,,0.01514,2.99,25.5198314,51.0396628
REB,3/8/17,Barcadera,Control,9,4,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,47,1,T,0.0138,3.03,1608.183478,1608.183478
REB,3/8/17,Barcadera,Control,9,4,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,20,15,,0.00977,3.12,111.9716686,1679.575029
REB,3/8/17,Barcadera,Control,9,4,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,14,200,,0.02512,2.96,62.02383572,12404.76714
REB,3/8/17,Barcadera,Control,9,4,blm,Black Margate,Anisotremus surinamensis,Carnivores,Haemulidae,45,1,,0.0166,3.05,1829.811089,1829.811089
REB,3/8/17,Barcadera,Control,9,4,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,43,1,,0.01698,2.95,1118.586645,1118.586645
REB,3/8/17,Barcadera,Control,9,4,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Herbivores,Scaridae,24,1,T,0.01072,3.09,197.2638578,197.2638578
REB,3/8/17,Barcadera,Control,9,4,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,14,1,,0.01514,2.99,40.46212634,40.46212634
REB,3/8/17,Barcadera,Control,9,4,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,16,1,,0.01122,3.07,55.80090001,55.80090001
REB,3/8/17,Barcadera,Control,9,4,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,22,1,I,0.0138,3.03,161.2203313,161.2203313
REB,3/8/17,Barcadera,Control,9,4,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,14,50,,0.01514,2.99,40.46212634,2023.106317
REB,3/8/17,Barcadera,Control,9,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,26,1,I,0.0138,3.04,276.3109298,276.3109298
REB,3/8/17,Barcadera,Control,9,4,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,45,3,,0.01698,2.95,1279.129755,3837.389265
REB,3/8/17,Barcadera,Control,9,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,26,1,T,0.0335,2.7086,227.8461095,227.8461095
REB,3/8/17,Barcadera,Control,9,4,con,Coney,Cephalopholis fulva,Carnivores,Serranidae,32,1,,0.01,3.02,351.1987282,351.1987282
REB,3/8/17,Barcadera,Control,9,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,28,1,T,0.0335,2.7086,278.4947745,278.4947745
REB,3/8/17,Barcadera,Control,9,5,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,9,6,,0.00977,3.12,9.271098456,55.62659074
REB,3/8/17,Barcadera,Control,9,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,41,1,T,0.0138,3.03,1063.198052,1063.198052
REB,3/8/17,Barcadera,Control,9,5,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,18,1,,0.01698,2.95,85.70212214,85.70212214
REB,3/8/17,Barcadera,Control,9,5,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,1,,0.01122,3.07,80.10865638,80.10865638
REB,3/8/17,Barcadera,Control,9,5,sgm,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,12,1,,0.0182,3.05,35.6101816,35.6101816
REB,3/8/17,Barcadera,Control,9,5,fra,French Angelfish,Pomacanthus paru,Carnivores,Pomacanthidae,24,1,,0.0309,2.95,364.4027472,364.4027472
REB,3/8/17,Barcadera,Control,9,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,36,1,T,0.0138,3.03,716.9282004,716.9282004
REB,3/8/17,Barcadera,Control,9,5,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,12,1,,0.01698,2.96,26.56526633,26.56526633
REB,3/8/17,Barcadera,Control,9,5,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,14,1,,0.01514,2.99,40.46212634,40.46212634
REB,3/8/17,Barcadera,Control,9,5,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,12,1,,0.01514,2.99,25.5198314,25.5198314
REB,3/8/17,Barcadera,Control,9,5,rkb,Rock Beauty,Holacanthus tricolour,Omnivores,Pomacanthidae,11,1,,0.03388,2.91,36.34093655,36.34093655
REB,3/8/17,Barcadera,Control,9,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,1,I,0.0138,3.04,166.2815393,166.2815393
REB,3/8/17,Barcadera,Control,9,5,orf,Orangespotted Filefish,Cantherhines pullus,Omnivores,Monacanthidae,18,1,,0.02291,2.87,91.76079738,91.76079738
REB,3/8/17,Barcadera,Control,9,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,25,1,I,0.0138,3.04,245.2543464,245.2543464
REB,3/8/17,Barcadera,Control,9,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,32,1,T,0.0138,3.03,501.74554,501.74554
REB,3/8/17,Barcadera,Control,9,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,20,1,T,0.0335,2.7086,111.9475654,111.9475654
REB,3/8/17,Barcadera,Control,9,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,32,1,I,0.0138,3.04,519.4395582,519.4395582
REB,3/8/17,Barcadera,Control,9,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,20,1,I,0.0138,3.03,120.7813761,120.7813761
REB,3/8/17,Barcadera,Control,9,5,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,1,,0.01122,3.07,80.10865638,80.10865638
REB,3/8/17,Barcadera,Control,9,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,26,1,T,0.0138,3.04,276.3109298,276.3109298
REB,3/8/17,Barcadera,Control,9,5,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,14,1,,0.00955,3.05,29.90156233,29.90156233
REB,3/8/17,Barcadera,Control,9,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,20,1,I,0.0138,3.03,120.7813761,120.7813761
REB,3/8/17,Barcadera,Control,9,5,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,14,2,,0.00955,3.05,29.90156233,59.80312466
REB,3/8/17,Barcadera,Control,9,5,spd,Spotted Drum,Equetus punctatus,Carnivores,Sciaenidae,22,1,,0.00832,3.09,117.0063441,117.0063441
REB,3/8/17,Barcadera,Control,9,6,ham,Hamlet spp.,Hypoplectrus puella,Carnivores,Serranidae,9,1,,0.01778,3.03,13.84479598,13.84479598
REB,3/8/17,Barcadera,Control,9,6,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,12,1,I,0.0138,3.04,26.33844157,26.33844157
REB,3/8/17,Barcadera,Control,9,6,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,19,2,,0.01698,2.96,103.5257403,207.0514806
REB,3/8/17,Barcadera,Control,9,6,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,16,1,,0.01349,3,55.25504,55.25504
REB,3/8/17,Barcadera,Control,9,6,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,22,1,,0.01698,2.96,159.7749981,159.7749981
REB,3/8/17,Barcadera,Control,9,6,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,30,1,,0.01413,2.98,356.4211777,356.4211777
REB,3/8/17,Barcadera,Control,9,6,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,14,1,I,0.01096,3.01,30.87848196,30.87848196
REB,3/8/17,Barcadera,Control,9,6,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,16,2,,0.01479,2.95,52.73781384,105.4756277
REB,3/8/17,Barcadera,Control,9,6,trum,Atlantic trumpetfish,Aulostomus maculatus,Carnivores,Aulostomidae,26,1,,0.0001,3.554,10.68600268,10.68600268
REB,3/8/17,Barcadera,Control,9,6,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,16,1,,0.01698,2.96,62.24906529,62.24906529
REB,3/8/17,Barcadera,Control,9,6,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,43,1,T,0.0138,3.03,1228.254904,1228.254904
REB,3/8/17,Barcadera,Control,9,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,19,1,T,0.0335,2.7086,97.42643485,97.42643485
REB,3/8/17,Barcadera,Control,9,6,tom,Tomate,Haemulton aurolineatum,Carnivores,Haemulidae,16,1,,0.01514,2.99,60.31767922,60.31767922
REB,3/8/17,Barcadera,Control,9,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,14,1,I,0.0335,2.7086,42.60368888,42.60368888
REB,3/8/17,Barcadera,Control,9,6,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,17,1,I,0.01072,3.12,73.99381511,73.99381511
REB,3/8/17,Barcadera,Control,9,6,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,9,1,I,0.0138,3.04,10.98439938,10.98439938
REB,3/8/17,Barcadera,Control,9,6,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,14,1,,0.01,3.13,38.67058586,38.67058586
REB,3/8/17,Barcadera,Control,9,6,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,38,1,T,0.0138,3.03,844.5461455,844.5461455
REB,3/8/17,Barcadera,Control,9,6,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,1,,0.00977,3.12,36.79713745,36.79713745
REB,3/8/17,Barcadera,Control,9,6,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,15,2,,0.02512,2.96,76.07636648,152.152733
REB,3/8/17,Barcadera,Control,9,6,ytp,Yellowtail parrotfish,Sparsisoma rubiprinne,Herbivores,Scaridae,28,1,T,0.00891,3.04,223.4797204,223.4797204
REB,3/8/17,Barcadera,Control,9,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,1,,0.01122,3.07,80.10865638,80.10865638
REB,3/8/17,Barcadera,Control,9,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,17,1,,0.01122,3.07,67.21574948,67.21574948
REB,3/8/17,Barcadera,Control,9,6,porq,Porcupinefish,Diodon hystrix,Carnivores,Diodontidae,22,1,,0.06607,2.84,429.0270946,429.0270946
REB,3/8/17,Barcadera,Control,9,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,18,1,I,0.0335,2.7086,84.15422298,84.15422298
MWW,3/8/17,Barcadera,Control,9,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,42,1,t,0.0138,3.03,1143.732432,1143.732432
MWW,3/8/17,Barcadera,Control,9,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,40,1,t,0.0138,3.03,986.5539963,986.5539963
MWW,3/8/17,Barcadera,Control,9,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,32,1,t,0.0138,3.03,501.74554,501.74554
MWW,3/8/17,Barcadera,Control,9,1,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,40,1,,0.01413,2.98,840.0031913,840.0031913
MWW,3/8/17,Barcadera,Control,9,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,28,1,,0.01479,2.95,274.8428013,274.8428013
MWW,3/8/17,Barcadera,Control,9,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,19,3,,0.01479,2.95,87.55708549,262.6712565
MWW,3/8/17,Barcadera,Control,9,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,35,1,,0.01479,2.95,530.8464347,530.8464347
MWW,3/8/17,Barcadera,Control,9,1,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,24,2,t,0.0335,2.7086,183.4361709,366.8723419
MWW,3/8/17,Barcadera,Control,9,1,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,26,1,,0.01698,2.95,253.5765346,253.5765346
MWW,3/8/17,Barcadera,Control,9,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,26,1,t,0.0138,3.04,276.3109298,276.3109298
MWW,3/8/17,Barcadera,Control,9,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,23,2,i,0.0138,3.03,184.4651926,368.9303851
MWW,3/8/17,Barcadera,Control,9,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,24,1,,0.0138,3.03,209.8549167,209.8549167
MWW,3/8/17,Barcadera,Control,9,1,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,3,,0.01122,3.07,80.10865638,240.3259691
MWW,3/8/17,Barcadera,Control,9,1,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,15,1,,0.00977,3.12,45.63512999,45.63512999
MWW,3/8/17,Barcadera,Control,9,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Herbivores,Pomacentridae,15,2,,0.02291,3.02,81.62452961,163.2490592
MWW,3/8/17,Barcadera,Control,9,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,19,1,t,0.01072,3.12,104.6901978,104.6901978
MWW,3/8/17,Barcadera,Control,9,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,21,2,i,0.0138,3.04,144.3529762,288.7059524
MWW,3/8/17,Barcadera,Control,9,1,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,17,1,,0.01259,2.99,60.12678811,60.12678811
MWW,3/8/17,Barcadera,Control,9,1,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,16,3,,0.02512,2.96,92.09048999,276.27147
MWW,3/8/17,Barcadera,Control,9,1,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,15,1,,0.02512,2.96,76.07636648,76.07636648
MWW,3/8/17,Barcadera,Control,9,1,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,13,15,,0.00977,3.12,29.20100663,438.0150995
MWW,3/8/17,Barcadera,Control,9,1,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,8,1,,0.00891,3.01,4.657775637,4.657775637
MWW,3/8/17,Barcadera,Control,9,1,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,7,1,,0.00891,3.01,3.116181927,3.116181927
MWW,3/8/17,Barcadera,Control,9,1,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,12,2,i,0.0335,2.7086,28.06177448,56.12354896
MWW,3/8/17,Barcadera,Control,9,1,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,10,1,i,0.0335,2.7086,17.125561,17.125561
MWW,3/8/17,Barcadera,Control,9,1,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,14,1,,0.01122,3.07,37.03445231,37.03445231
MWW,3/8/17,Barcadera,Control,9,1,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,13,1,,0.01122,3.07,29.49843315,29.49843315
MWW,3/8/17,Barcadera,Control,9,1,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,20,1,,0.01122,3.07,110.7018666,110.7018666
MWW,3/8/17,Barcadera,Control,9,1,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,21,1,,0.01122,3.07,128.5896729,128.5896729
MWW,3/8/17,Barcadera,Control,9,1,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,15,1,,0.01259,2.99,41.35600648,41.35600648
MWW,3/8/17,Barcadera,Control,9,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,15,1,,0.01072,3.12,50.07252749,50.07252749
MWW,3/8/17,Barcadera,Control,9,1,crf,Creole Fish,Paranthias furcifer,Carnivores,Serranidae,15,1,,0.0135,3.043,51.18933289,51.18933289
MWW,3/8/17,Barcadera,Control,9,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Herbivores,Pomacentridae,15,1,,0.02291,3.02,81.62452961,81.62452961
MWW,3/8/17,Barcadera,Control,9,1,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,8,40,,0.01479,2.98,7.264008358,290.5603343
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,38,1,t,0.0138,3.03,844.5461455,844.5461455
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,42,1,t,0.0138,3.03,1143.732432,1143.732432
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,36,1,,0.0138,3.03,716.9282004,716.9282004
MWW,3/8/17,Barcadera,Control,9,2,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,32,1,t,0.0335,2.7086,399.8471808,399.8471808
MWW,3/8/17,Barcadera,Control,9,2,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,t,0.01072,3.12,122.8593948,122.8593948
MWW,3/8/17,Barcadera,Control,9,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,30,1,t,0.0138,3.04,426.9015196,426.9015196
MWW,3/8/17,Barcadera,Control,9,2,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,22,1,,0.01698,2.96,159.7749981,159.7749981
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,26,1,i,0.0138,3.03,267.4535278,267.4535278
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,25,1,i,0.0138,3.03,237.4856172,237.4856172
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,24,1,i,0.0138,3.03,209.8549167,209.8549167
MWW,3/8/17,Barcadera,Control,9,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,i,0.0138,3.04,124.4544051,124.4544051
MWW,3/8/17,Barcadera,Control,9,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,25,1,i,0.0138,3.04,245.2543464,245.2543464
MWW,3/8/17,Barcadera,Control,9,2,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,16,1,i,0.01072,3.12,61.24196702,61.24196702
MWW,3/8/17,Barcadera,Control,9,2,fra,French Angelfish,Pomacanthus paru,Carnivores,Pomacanthidae,30,1,,0.0309,2.95,703.8274177,703.8274177
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,14,2,,0.01259,2.99,33.64717111,67.29434223
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,18,1,,0.01259,2.99,71.33300512,71.33300512
MWW,3/8/17,Barcadera,Control,9,2,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,18,1,,0.01349,3,78.67368,78.67368
MWW,3/8/17,Barcadera,Control,9,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,20,1,,0.01122,3.07,110.7018666,110.7018666
MWW,3/8/17,Barcadera,Control,9,2,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,19,1,,0.01698,2.95,100.5219278,100.5219278
MWW,3/8/17,Barcadera,Control,9,2,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Herbivores,Pomacentridae,13,1,,0.02291,3.02,52.98269109,52.98269109
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,15,4,,0.01259,2.99,41.35600648,165.4240259
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,13,1,,0.01259,2.99,26.9597806,26.9597806
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,24,1,i,0.0138,3.03,209.8549167,209.8549167
MWW,3/8/17,Barcadera,Control,9,2,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,26,1,,0.01698,2.95,253.5765346,253.5765346
MWW,3/8/17,Barcadera,Control,9,2,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,18,10,,0.00977,3.12,80.60180725,806.0180725
MWW,3/8/17,Barcadera,Control,9,2,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,5,,0.00977,3.12,36.79713745,183.9856873
MWW,3/8/17,Barcadera,Control,9,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,1,,0.01122,3.07,80.10865638,80.10865638
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,14,3,,0.01259,2.99,33.64717111,100.9415133
MWW,3/8/17,Barcadera,Control,9,2,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,8,1,,0.01,3.13,6.709214228,6.709214228
MWW,3/8/17,Barcadera,Control,9,2,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,4,1,,0.01,3.13,0.766386371,0.766386371
MWW,3/8/17,Barcadera,Control,9,2,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,12,1,i,0.01072,3.12,24.95975241,24.95975241
MWW,3/8/17,Barcadera,Control,9,2,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,19,2,i,0.0138,3.03,103.3957046,206.7914093
MWW,3/8/17,Barcadera,Control,9,2,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,14,6,,0.01349,3,37.01656,222.09936
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,14,3,,0.01259,2.99,33.64717111,100.9415133
MWW,3/8/17,Barcadera,Control,9,2,bdb,Banded Butterflyfish,Chaetodan striatus,Carnivores,Chaetodontidae,10,1,,0.02239,3.03,23.99131724,23.99131724
MWW,3/8/17,Barcadera,Control,9,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,12,1,,0.01122,3.07,23.07168334,23.07168334
MWW,3/8/17,Barcadera,Control,9,2,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,13,1,,0.01349,3,29.63753,29.63753
MWW,3/8/17,Barcadera,Control,9,2,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,15,1,,0.01349,3,45.52875,45.52875
MWW,3/8/17,Barcadera,Control,9,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,15,1,,0.01259,2.99,41.35600648,41.35600648
MWW,3/8/17,Barcadera,Control,9,2,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,12,1,i,0.0335,2.7086,28.06177448,28.06177448
MWW,3/8/17,Barcadera,Control,9,2,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,16,1,i,0.0335,2.7086,61.16798752,61.16798752
MWW,3/8/17,Barcadera,Control,9,2,spt,Spotted Trunkfish,Lactophrys bicaudalis,Omnivores,Ostraciidae,6,1,,0.049,2.78,7.136028175,7.136028175
MWW,3/8/17,Barcadera,Control,9,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,19,1,,0.01122,3.07,94.57283583,94.57283583
MWW,3/8/17,Barcadera,Control,9,2,snp,Sharp-nose puffer ,Canthigaster rostrata,Omnivores,Tetraodontidae,4,3,,0.02239,2.96,1.355662765,4.066988296
MWW,3/8/17,Barcadera,Control,9,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,8,1,j,0.0138,3.04,7.678433845,7.678433845
MWW,3/8/17,Barcadera,Control,9,2,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,8,1,j,0.0335,2.7086,9.357381711,9.357381711
MWW,3/8/17,Barcadera,Control,9,2,blc,Blue Chromis,Chromis cyanea,Planktivore,Pomacentridae,6,15,,0.01479,2.98,3.082186402,46.23279604
MWW,3/8/17,Barcadera,Control,9,2,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,6,30,,0.01479,2.98,3.082186402,92.46559207
MWW,3/8/17,Barcadera,Control,9,3,blm,Black Margate,Anisotremus surinamensis,Carnivores,Haemulidae,14,1,,0.0166,3.05,51.97549054,51.97549054
MWW,3/8/17,Barcadera,Control,9,3,blm,Black Margate,Anisotremus surinamensis,Carnivores,Haemulidae,25,1,,0.0166,3.05,304.6667884,304.6667884
MWW,3/8/17,Barcadera,Control,9,3,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,24,1,t,0.0335,2.7086,183.4361709,183.4361709
MWW,3/8/17,Barcadera,Control,9,3,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,16,1,,0.0335,2.7086,61.16798752,61.16798752
MWW,3/8/17,Barcadera,Control,9,3,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,34,1,t,0.0138,3.03,602.9207144,602.9207144
MWW,3/8/17,Barcadera,Control,9,3,porq,Porcupinefish,Diodon hystrix,Carnivores,Diodontidae,45,1,,0.06607,2.84,3274.370704,3274.370704
MWW,3/8/17,Barcadera,Control,9,3,porq,Porcupinefish,Diodon hystrix,Carnivores,Diodontidae,31,1,,0.06607,2.84,1136.243776,1136.243776
